,y1_countyname,y1_state,y2_countyname,y2_state,n2_inflow,agi_perThou_inflow,agi_inflow,yr_range,year1,year2,mig_direction1,unique_tag,secondary_county
19424,Prince George's County,MD,Gwinnett County,GA,142,2869,2869000,1718,2017,2018,inflow,Gwinnett County-Prince George's County-MD-1718,"Prince George's County, MD"
19425,Houston County,GA,Gwinnett County,GA,129,3039,3039000,1718,2017,2018,inflow,Gwinnett County-Houston County-GA-1718,"Houston County, GA"
19426,Fairfax County,VA,Gwinnett County,GA,142,4951,4951000,1718,2017,2018,inflow,Gwinnett County-Fairfax County-VA-1718,"Fairfax County, VA"
19427,Coweta County,GA,Gwinnett County,GA,144,4116,4116000,1718,2017,2018,inflow,Gwinnett County-Coweta County-GA-1718,"Coweta County, GA"
19428,Franklin County,OH,Gwinnett County,GA,136,2493,2493000,1718,2017,2018,inflow,Gwinnett County-Franklin County-OH-1718,"Franklin County, OH"
19429,San Diego County,CA,Gwinnett County,GA,130,3523,3523000,1718,2017,2018,inflow,Gwinnett County-San Diego County-CA-1718,"San Diego County, CA"
19430,Philadelphia County,PA,Gwinnett County,GA,116,2085,2085000,1718,2017,2018,inflow,Gwinnett County-Philadelphia County-PA-1718,"Philadelphia County, PA"
19431,Greenville County,SC,Gwinnett County,GA,118,3910,3910000,1718,2017,2018,inflow,Gwinnett County-Greenville County-SC-1718,"Greenville County, SC"
19432,Lee County,FL,Gwinnett County,GA,128,1923,1923000,1718,2017,2018,inflow,Gwinnett County-Lee County-FL-1718,"Lee County, FL"
19433,Essex County,NJ,Gwinnett County,GA,132,2209,2209000,1718,2017,2018,inflow,Gwinnett County-Essex County-NJ-1718,"Essex County, NJ"
19434,Hamilton County,TN,Gwinnett County,GA,123,3149,3149000,1718,2017,2018,inflow,Gwinnett County-Hamilton County-TN-1718,"Hamilton County, TN"
19435,Guilford County,NC,Gwinnett County,GA,123,2208,2208000,1718,2017,2018,inflow,Gwinnett County-Guilford County-NC-1718,"Guilford County, NC"
19436,Montgomery County,MD,Gwinnett County,GA,111,4042,4042000,1718,2017,2018,inflow,Gwinnett County-Montgomery County-MD-1718,"Montgomery County, MD"
19437,Cuyahoga County,OH,Gwinnett County,GA,107,2439,2439000,1718,2017,2018,inflow,Gwinnett County-Cuyahoga County-OH-1718,"Cuyahoga County, OH"
19438,Travis County,TX,Gwinnett County,GA,105,2689,2689000,1718,2017,2018,inflow,Gwinnett County-Travis County-TX-1718,"Travis County, TX"
19439,Seminole County,FL,Gwinnett County,GA,122,3011,3011000,1718,2017,2018,inflow,Gwinnett County-Seminole County-FL-1718,"Seminole County, FL"
19440,Columbia County,GA,Gwinnett County,GA,138,3386,3386000,1718,2017,2018,inflow,Gwinnett County-Columbia County-GA-1718,"Columbia County, GA"
19441,Carroll County,GA,Gwinnett County,GA,113,1810,1810000,1718,2017,2018,inflow,Gwinnett County-Carroll County-GA-1718,"Carroll County, GA"
19443,Montgomery County,AL,Gwinnett County,GA,102,3466,3466000,1718,2017,2018,inflow,Gwinnett County-Montgomery County-AL-1718,"Montgomery County, AL"
19444,Wayne County,MI,Gwinnett County,GA,120,1735,1735000,1718,2017,2018,inflow,Gwinnett County-Wayne County-MI-1718,"Wayne County, MI"
19445,Middlesex County,NJ,Gwinnett County,GA,122,3112,3112000,1718,2017,2018,inflow,Gwinnett County-Middlesex County-NJ-1718,"Middlesex County, NJ"
19446,Tarrant County,TX,Gwinnett County,GA,98,2910,2910000,1718,2017,2018,inflow,Gwinnett County-Tarrant County-TX-1718,"Tarrant County, TX"
19447,Westchester County,NY,Gwinnett County,GA,124,3354,3354000,1718,2017,2018,inflow,Gwinnett County-Westchester County-NY-1718,"Westchester County, NY"
19448,St. Louis County,MO,Gwinnett County,GA,104,2368,2368000,1718,2017,2018,inflow,Gwinnett County-St. Louis County-MO-1718,"St. Louis County, MO"
19449,Collin County,TX,Gwinnett County,GA,112,3165,3165000,1718,2017,2018,inflow,Gwinnett County-Collin County-TX-1718,"Collin County, TX"
19450,Santa Clara County,CA,Gwinnett County,GA,118,3272,3272000,1718,2017,2018,inflow,Gwinnett County-Santa Clara County-CA-1718,"Santa Clara County, CA"
19451,Fairfield County,CT,Gwinnett County,GA,85,2743,2743000,1718,2017,2018,inflow,Gwinnett County-Fairfield County-CT-1718,"Fairfield County, CT"
19452,Jefferson County,KY,Gwinnett County,GA,116,2983,2983000,1718,2017,2018,inflow,Gwinnett County-Jefferson County-KY-1718,"Jefferson County, KY"
19453,King County,WA,Gwinnett County,GA,92,2604,2604000,1718,2017,2018,inflow,Gwinnett County-King County-WA-1718,"King County, WA"
19454,Charleston County,SC,Gwinnett County,GA,96,2438,2438000,1718,2017,2018,inflow,Gwinnett County-Charleston County-SC-1718,"Charleston County, SC"
19455,Suffolk County,MA,Gwinnett County,GA,99,2769,2769000,1718,2017,2018,inflow,Gwinnett County-Suffolk County-MA-1718,"Suffolk County, MA"
19456,Richland County,SC,Gwinnett County,GA,103,2070,2070000,1718,2017,2018,inflow,Gwinnett County-Richland County-SC-1718,"Richland County, SC"
19457,Madison County,AL,Gwinnett County,GA,95,1937,1937000,1718,2017,2018,inflow,Gwinnett County-Madison County-AL-1718,"Madison County, AL"
19458,Lee County,AL,Gwinnett County,GA,93,1767,1767000,1718,2017,2018,inflow,Gwinnett County-Lee County-AL-1718,"Lee County, AL"
19459,Lowndes County,GA,Gwinnett County,GA,74,1772,1772000,1718,2017,2018,inflow,Gwinnett County-Lowndes County-GA-1718,"Lowndes County, GA"
19460,Oakland County,MI,Gwinnett County,GA,79,2073,2073000,1718,2017,2018,inflow,Gwinnett County-Oakland County-MI-1718,"Oakland County, MI"
19461,Alameda County,CA,Gwinnett County,GA,77,2321,2321000,1718,2017,2018,inflow,Gwinnett County-Alameda County-CA-1718,"Alameda County, CA"
19462,Riverside County,CA,Gwinnett County,GA,101,2444,2444000,1718,2017,2018,inflow,Gwinnett County-Riverside County-CA-1718,"Riverside County, CA"
19463,Hartford County,CT,Gwinnett County,GA,92,3183,3183000,1718,2017,2018,inflow,Gwinnett County-Hartford County-CT-1718,"Hartford County, CT"
19464,Polk County,FL,Gwinnett County,GA,93,2082,2082000,1718,2017,2018,inflow,Gwinnett County-Polk County-FL-1718,"Polk County, FL"
